Codigo-N;DIRECCION;ACTIVIDAD - Nombre Sede Nuevo;Ambito;TELEFONO Principal;Respaldo Movil / NGN/ RDSI Local;POBLACION;PROVINCIA;NIF;DISTRITO POSTAL;DISTRITO TARIFICACION;TIPO CONEXIÓN;SERVICIOS Prestados;ESTADO julio 2018;CRITICIDAD;Horario Servicio;Contacto Centro Fijo;Conatcto Centro Móvil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2334;C/ Gonzalo de Liria 2, Planta 1;C.P.E.P.A. de Monreal del Campo - Monreal del Campo;C. Educa.;978866450;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2366;C/ Gonzalo de Liria 2;Ext. E.O.I. de Teruel - Monreal del Campo;C. Educa.;978863511;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0231;C/ San Roque, 22;San Roque, 22;Admon.;856478;;;Teruel;LS5011001D;44652;4472;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2293;C/ Muro 5;C.R.A. Tastavíns - Monroyo;C. Educa.;978856073;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1717;C/ CARLOS CASTEL, 1;AGRUP. SECR. JUZGADOS DE PAZ DE MONTALBÁN;Externo;978750003;;;TERUEL;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0165;C/ Casa Forestal, s/n;Casa Forestal, s/n;Admon.;978750054;;;Teruel;LS5011001D;44700;4467;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0208;Plaza Cortes de Aragon, s/n;OCA de Montalban;Admon.;978754000;606202862 / 749104;;Teruel;LS5011001D;44700;4467;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0209;Plaza de Carlos Castel, 1;Plaza de Carlos Castel,1;Admon.;750307;;;Teruel;LS5011001D;44700;4467;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0246;C/ Zaragoza, 9;Zaragoza, 9;Admon.;750145;;;Teruel;LS5011001D;44700;4467;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2140;C/ Balmes 7;C.E.I.P. Pablo Serrano - Montalbán;C. Educa.;978750285;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2337;C/ Manuela Cirujeda s/n, edif. Ítaca.;C.P.E.P.A. Cuenca Minera - Montalbán;C. Educa.;978754025;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2068;Ctra. N-260 A Castejón de Sos s/n;C.R.A. Ribagorza Oriental - Montanuy;C. Educa.;974554039;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0054;Ctra. de Peñaflor 176, bajo;Aula Dei;Admon.;;;;Zaragoza;LS5011001D;50059;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0055;Ctra. de Peñaflor 174, bajo;Aula Dei;Admon.;576439;;;Zaragoza;LS5011001D;50059;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0056;Avda. de Montañana, 930;Servicio de Investigacion Agraria  Aula Dei (Laboratorio Agroambiental);Admon.;976716300;;;Zaragoza;LS5011001D;50059;5019;;L, V, D;activo;ES. REMOTO;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0429;Avda. Montañana, 1005;Aula Dei/ Inst. Mediterraneo;Admon.;976716000;;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0627;C/ Mayor, 20;Consultorio Montañana;Salud;976576250 / No AMT;;;Zaragoza;;;;;D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1748;C/ DE LAS PALOMAS, 53;MATADERO ANTONIO MORENO SINUES S.A.;Externo;;;;ZARAGOZA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2455;C/ Escuelas 23;C.E.I.P. Hermanos Argensola - Montañana;C. Educa.;976575325;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2872;Monterde (Llumes);C.R.A. Mesa-Piedra-Alto Campillo;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2092;C/ Aragón 4-7;C.R.A. la Sabina - Montesusín;C. Educa.;974390178;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2456;C/ Gaspar de Pex 3;C.E.I.P. Fernández Vizarra - Monzalbarba;C. Educa.;976785828;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0104;C/ Juan de Lanuza;Juan de Lanuza;Admon.;404679;;;Huesca;LS5011001D;22400;2269;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0114;C/ Rio Vero, 2;OCA Monzon y Zona Veterinaria;Admon.;974400964;638895983 / 749067;;Huesca;LS5011001D;22400;2269;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0323;C/ Vidal de Canellas 2;Diseminado(S);Admon.;;;;Huesca;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;C/ Barbastro, 3. 1º;I.A.S.S. - Sección de Tutelas y Reforma de la Direccion Provincial;Admon.;;;;Huesca;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;C/ Capitan Portoles 1-3-5 Pl.8 ;Instituto Aragones DEL AGUA (Antiguo);Admon.;;;;Zaragoza;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;C/ Fernández Ardavín, s/n, pl. 1;Centro Salud Calatayud - edif. Temporal;Salud;;;;Zaragoza;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;C/ Valero Julian Ripol Urbano , 15;Casa de Federaciones Deportivas Aragonesas (Antiguo);Admon.;;;;Zaragoza;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;C/ Convertidos;Juzgados Vigilancia Penitenciaria (Antiguo);Justicia;;;;Zaragoza;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;C/ Unica;Presidencia;Admon.;;;;Huesca;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;C/ Doctor Tolosa Latour s/n;Oficina del IASS (Madrid);Admon.;;;;Madrid;;;;;baja;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0426;C/ La Balsa, s/n;Centro de Formación de Monzón;Admon.;;;;Huesca;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0428;Avda. del Pilar, 32;Zona Veterinaria;Admon.;974404679;;;Huesca;;;;;;inactivo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0489;Plaza Juan Carlos I, nº 7 bajos;Oficina Empleo de Monzon ;Admon.;974417074;638894264 / 749091;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0490;Plaza San Juan, 30;Hogar 3ª Edad Monzón;Admon.;974401530;638894392 / 749089;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0588;C/ San José de Calasanz, 1;Centro Salud Monzon (Urbano y Rural);Salud;974415480;974263633;;Huesca;;;;;L, V, D;activo;ES. REMOTO;24x7;;"609638468 / 720024 Rural; 659944097 / 720035 Urbano";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0589;Avda. Goya, 2;CME Monzon;Salud;974415850;974263634;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0659;C/ San José de Calasanz, s/n;061 Ume Monzon / CENTRO DE SALUD;Salud;;;;Huesca;;;;VPN IP / Telefonica;L, D;activo;ES. REMOTO;12X5;David Añon - 514064;636740954 / 710520 Coordinador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1060;Plaza Constitucion s/n;Oficina Empleo de Monzon (Antiguo);Admon.;;;;Huesca;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1511;C/ Barón de Eroles, 26;Juzgado de Monzón;Justicia;974400749;974263647;;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Plaza Santo Domingo 6;C.P.E.P.A. Cinca Medio - Monzón;C. Educa.;974402420;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Avda. de Fonz 1;E.O.I. Ignacio Luzán - Monzón;C. Educa.;974415840;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2113;Avda. del Pueyo 78;G.I. Nuestra Señora de la Alegria - Monzón;C. Educa.;974401626;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2116;Paseo Santa María 2;C.P.R. de Monzón - Monzón;C. Educa.;974403134;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2122;Plaza Santa María 2;E.O.E.P. Somontano-Cinca Medio-Litera - Monzón;C. Educa.;974415858;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2467;C/ Calvario, 13;C.E.I.P. Aragón - Monzón;C. Educa.;974400314;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2491;Avda. Goya 2;C.E.I.P. Joaquín Costa - Monzón;C. Educa.;974400819;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2492;Avda. del Pueyo 89;I.E.S. José Mor de Fuentes - Monzón;C. Educa.;974401630;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2752;Plaza Aragón 6;C.M. Miguel Fleta - Monzón;C. Educa.;974403811;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2756;C/ Cinca s/n;C.E.E. la Alegría - Monzón;C. Educa.;974415814;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2877;Avda. Del Pueyo, s/n;C.E.I.P. Monzón III;C. Educa.;974415081;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2904;Plaza Santa María, 2;E.A.T. Equipo de Orientación Educativa de Atencion Temprana Monzon;C. Educa.;;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0137;C/ Agustin Planas Sancho, s/n;OCA Mora de Rubielos;Admon.;978807110;629365230 / 749031;;Teruel;LS5011001D;44400;4468;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0142;Avda. de San Miguel, 13;Avenida de San Miguel, 13;Admon.;800272;;;Teruel;LS5011001D;44400;4468;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0150;C/ Barrio Troya, s/n;Barrio Troya, s/n;Admon.;800154;;;Teruel;LS5011001D;44400;4468;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0617;C/ Pedro Esteban Bordas, 4;Centro Salud Mora de Rubielos;Salud;978806201;978223918;;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;660513623 / 730062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2141;Avda. Ibáñez Martín 13;C.E.I.P. San Miguel - Mora de Rubielos;C. Educa.;978800192;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2346;Avda. Ibáñez Martín s/n, Planta bajo;I.E.S. Gúdar-Javalambre - Mora de Rubielos;C. Educa.;978800409;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1718;C/ MAYOR BAJA, 1;AGRUP. SECR. JUZGADOS DE PAZ DE MORATA DE JALÓN;Externo;976818210;;;ZARAGOZA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0597;C/ Barranco Eras, s/n;Centro Salud Morata de Jalon;Salud;976818124;;;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;619741670 / 710019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2428;Camino Baldío s/n;C.E.I.P. Lucas Arribas - Morata de Jalón;C. Educa.;976605293;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2598;Ctra. Estación s/n;C.R.A. Tres Riberas - Morata de Jiloca;C. Educa.;976894336;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2586;C/ Doña Francisca Gil s/n;C.R.A. El Enebro - Morés;C. Educa.;976825457;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;C/ Torruntero s/n;C.R.A. El Mirador - Moros;C. Educa.;976874787;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0218;Plaza Mayor, 1 bajo;Sv.Prov Agricultura;Admon.;978805203;;;Teruel;LS5011001D;44410;4468;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0244;C/ Vistorre, 3;Vistorre, 3;Admon.;805098;;;Teruel;LS5011001D;44410;4468;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0684;C/ Abel Martin, 1;Centro Salud Mosqueruela;Salud;978805195;978223919;;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;620604329 / 730204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2235;C/ El Vall 16;C.R.A. Maestrazgo Gúdar - Mosqueruela;C. Educa.;978805218;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0047;Barriada de Movera s/n, bajos;Centro de Transformacion Agraria (est. vitivinicola);Admon.;976586500;;;Zaragoza;LS5011001D;50194;5019;Fibra / FARO;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0048;Ctra. Pastriz s/n;"Finca ""La Alfranca""";Admon.;391911;;;Zaragoza;LS5011001D;50194;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0256;C/ Barriada de Movera, s/n bajo;CENSYRA - Centro de Seleccion y Repr. Animal;Admon.;976586227;;;Zaragoza;LS5011001D;50194;5019;Fibra / FARO;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0365;Ctra. Montañana - Peñaflor;Centro I + D (error antiguo);Admon.;;;;Zaragoza;LS5011001D;50059;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0388;C/ Barriada de Movera s/n, bajos;Centro Seleccion Animal. Movera;Admon.;;;;Zaragoza;LS5011001D;50194;5019;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1065;Avda. Movera, 600;Residencia Movera;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2160;Plaza Mayor 7;C.E.I.P. Maestro Don Pedro Orós - Movera;C. Educa.;976586433;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2161;C/ Río Gállego 42;C.E.I.P. Juan Pablo Bonet - Movera;C. Educa.;976574495;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2162;Ctra. Pastriz s/n, Km 6;I.F.P.E. de Movera - Movera;C. Educa.;976586284;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2845;Ctra. de Pastriz s/n, Km 3, 6;C.E.T. de Movera - Movera;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2621;C/ San Clemente s/n;C.R.A. L' Albardín - Moyuela;C. Educa.;976833184;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2677;C/ José Antonio 24;C.R.A. Orba - Muel;C. Educa.;976140387;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0675;C/ Bogota, 20;Nave Iron Montain (Hosp. M. Servet);Salud;;;;Zaragoza;;;;;;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1005;C/ Bogotá, 20, Polígono Industrial Centrovía;Iron Mountain España -Servet;Externo;;;;Zaragoza;;;;;no inventario;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2722;Camino de Las Banqueras 2;C.E.I.P. Gil Tarín - Muela (La);C. Educa.;976144255;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2885;Pº Nuestra Señora Del Carmen (complejo Polideportivo) S/n;Secc. I.E.S. RODANAS - Muela (La);C. Educa.;976144057;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2606;C/ Torrunteros s/n;C.R.A. El Mirador - Munébrega;C. Educa.;976895144;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0182;C/ General Franco, 25;General Franco, 25;Admon.;810549;;;Teruel;LS5011001D;44780;4469;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0183;C/ General Franco, 55;Agencia Comarcal;Admon.;810017;;;Teruel;LS5011001D;44780;4469;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0189;C/ Joyo, 12;Joyo, 12;Admon.;810018;;;Teruel;LS5011001D;44780;4469;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0413;C/ Mayor, 19;OCA Muniesa;Admon.;978810910;630959678 / 749036;;Teruel;;44780;4469;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0555;Plaza Aragón, s/n;Centro Salud Muniesa;Salud;978810052;978223933;;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;680979944 / 730024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1084;Ctra. Bielsa s/n;Parque de Maquinaria Muniesa;Admon.;978810574;;;Teruel;;;;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2301;Plaza Aragón 1;C.R.A. de Muniesa - Muniesa;C. Educa.;978810652;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338;C/ Extension Agraria s/n;C.P.E.P.A. Cuenca Minera - Muniesa;C. Educa.;978810532;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043;C/ Daniel Ballarín s/n;C.R.A. Estadilla-Fonz - Naval;C. Educa.;974300324;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0242;C/ Virgen del Pilar, 7;Virgen del Pilar, 7;Admon.;706148;;;Teruel;LS5011001D;44113;4461;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2224;C/ Afueras s/n;C.R.A. Sierra de Albarracín - Noguera de Albarracín;C. Educa.;978706217;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0184;C/ Horno, 4;Horno, 4;Admon.;804105;;;Teruel;LS5011001D;44414;4468;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2305;Plaza de la Raza s/n;C.R.A. Pórtico de Aragón - Nogueruelas;C. Educa.;978804182;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2662;C/ Campo de Futbol 5;C.R.A. Dos Aguas - Nonaspe;C. Educa.;976636000;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2629;Avda. de Navarra 16;C.R.A. Bécquer - Novallas;C. Educa.;976198149;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2847;C/ Santo Domingo s/n;A.U. Novalia Informatica - Aula Mentor - Novallas;C. Educa.;;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2429;C/ Camino de Mallen 40;C.E.I.P. San Nicasio - Novillas;C. Educa.;976861197;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0264;C/ Constitucion s/n;Constitucion s/n;Admon.;849065;;;Zaragoza;LS5011001D;50210;5062;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0676;Ctra. Extramuros;Consultorio de Nuevalos;Salud;976849136;;;Zaragoza;;;;;D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115;Monasterio de Piedra, ;Piscifactoria Nuevalos;Admon.;;;;Zaragoza;;;;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2612;C/ Extramuros s/n;C.R.A. Mesa-Piedra-Alto Campillo - Nuévalos;C. Educa.;976870664;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2684;C/ Ponteneros 1;C.R.A. la Sabina - Nuez de Ebro;C. Educa.;976102012;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0206;C/ Plaza, 5;Plaza, 5;Admon.;810488;;;Teruel;LS5011001D;44792;4469;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2353;C/ Escuelas s/n;C.R.A. Campo Bello - Odón;C. Educa.;978736895;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1107;C/ Nueva , 20;Hogar Personas Mayores Ojos Negros;Admon.;978865290;;;Teruel;;;;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2255;C/ Nueva 24;C.R.A. Goya - Ojos Negros;C. Educa.;978865393;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2217;C/ Mayor s/n;C.R.A. Javalambre - Olba;C. Educa.;978781431;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2302;C/ Ctra. 27;C.R.A. de Muniesa - Oliete;C. Educa.;978818108;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2270;C/ la Fuente s/n;C.R.A. Somontano-Bajo Aragón - Olmos (Los);C. Educa.;978849507;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2695;C/ Escuelas s/n;C.R.A. Bajo Gállego - Ontinar de Salz;C. Educa.;976693169;;;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2490;C/ Calvario 8;C.E.I.P. San Gregorio - Ontiñena;C. Educa.;974468552;;;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0156;Carretera;"Campamento ""Montes Universales""";Admon.;714050;;;Teruel;LS5011001D;44366;4461;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0175;C/ El Puerto, s/n;Agente forestal;Admon.;978714041;;;Teruel;LS5011001D;44366;4461;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0235;C/ Santa Lucia, s/n;Santa Lucia, s/n;Admon.;714201;;;Teruel;LS5011001D;44366;4461;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0239;C/ Subida Al Tremedal, s/n;Subida Al Tremedal, s/n;Admon.;;;;Teruel;LS5011001D;44366;4461;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048;Camino de la Ermita, s/n;Residencia Tiempo Libre Orihuela del Tremedal;Admon.;978714026;606001430 / 749095;;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2312;Subida Al Tremedal 10;C.R.A. de Albarracín - Orihuela del Tremedal;C. Educa.;978714352;;;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
